-0.003228	-0.003075
0.002201	-0.012252
0.008959	-0.018397
0.016049	-0.023584
0.023525	-0.027326
0.031212	-0.030051
0.039101	-0.031821
0.047125	-0.032643
0.055229	-0.032501
0.063336	-0.031380
0.071374	-0.029270
0.079269	-0.026175
0.086964	-0.022109
0.094427	-0.017083
0.101635	-0.011102
0.108586	-0.004158
0.115289	0.003783
0.121751	0.012778
0.127980	0.022905
0.133976	0.034275
0.139733	0.047002
0.145458	0.060531
0.151405	0.074583
0.157570	0.089152
